
#No	Formula	CAS	SMILES	Tfus	Tvap	Tc	CID	Remark
1405	C8H14O	3664-70-8	C[C@@H]1CCC[C@H]1C(=O)C	None	440	642	kcK0Y28S36	CHON
1406	C7H14O2	25924-91-8	CC[C@@H]1CO[C@H](OC1)C	None	422	625	kcAVSJXDVF	CHON
1407	C7H14O2	36307-64-9	CC(C(C(=O)C)(C)C)O	None	462	650	kcABH2L38N	CHON
1408	C6H12O3	17230-32-9	CO[C@H]1OCC[C@H](O1)C	None	423	625	kc2KB410B2	CHON
1409	C5H12O4	14641-24-8	OCCOCC(CO)O	None	565	829	kc62ENGSYR	diol_amide
1410	C6H14O3	111109-77-4	COC(OC(OC)C)C	None	392	558	kcFKWHXKS3	CHON
1411	C6H14O3	111-96-6	COCCOCCOC	209	436	617	kcRCVT97EK	CHON
1412	C8H18O	628-55-7	CC(COCC(C)C)C	190	396	561	kcT58VV7JV	CHON
1413	C6H15NO2	139-87-7	OCCN(CCO)CC	None	521	728	kcAQWHQJVW	diol_amide
1414	C8H19N	98544-79-7	CCCN(CC(C)C)C	None	402	571	kcMV6AEZQ0	CHON
1415	C7H16O2	94023-15-1	OCC(OC(C)(C)C)C	None	443	605	kc2RKF9D4X	CHON
1416	C8H18O	3249-46-5	CCC(OC(C)C)(C)C	None	388	555	kc2AU355SN	CHON
1417	C8H19N	21981-37-3	CC(NC(C)(C)C)(C)C	None	391	548	kcDHZUZGA7	CHON
1418	C7H16O2	66728-50-5	COCCOC(C)(C)C	None	404	574	kcDNQKCHQ8	CHON
1419	C7H14O2	36402-73-0	C[C@@H]1C[C@@H](C)OC(O1)C	None	397	598	kcCMP6XANJ	CHON
1420	C8H18O	92096-99-6	CC(CCOC(C)C)C	None	397	560	kcKOM8YJ1U	CHON
1421	C6H12O3	17860-39-8	COC(=O)C(OC)(C)C	None	418	595	kc3BUBTT6S	CHON
1422	C8H14O	5240-72-2	OCC1CC2CC1CC2	None	470	654	kcB9Q1C6HM	CHON
1423	C7H12O2	433223-52-0	C[C@@H]1CCO[C@@H](O1)C=C	None	424	631	kcBBU5L1ZK	CHON
1424	C7H16O2	2568-89-0	CC(OCOC(C)C)C	None	401	552	kc7T9NAEXH	CHON
1425	C7H14O2	122980-94-3	CC[C@H]1OCC[C@H](O1)C	None	418	595	kc2QZBXYX3	CHON
1426	C7H14O2	20580-82-9	CC[C@H]1OCC[C@@H](O1)C	None	418	595	kc581K0FZB	CHON
1427	C7H10O2	2258-56-2	COC(=O)C1CCC=C1	None	426	629	kcT9543A0Z	CHON
1428	C5H6O4	2756-87-8	COC(=O)/C=C/C(=O)O	None	496	684	kcFKDJIYHB	CHON
1429	C7H10O2	96-05-9	C=CCOC(=O)C(=C)C	None	416	601	kcHR8WSDKE	CHON
1430	C6H10O3	868-77-9	CC(=C)C(=O)OCCO	None	470	660	kc6LG01RRT	CHON
1431	C7H12O2	20580-75-0	C[C@H]1CCO[C@@H](O1)C=C	None	424	631	kc9NGVKV3D	CHON
1432	C7H10O2	25662-28-6	COC(=O)C1=CCCC1	None	449	643	kc6VRAAEJU	CHON
1433	C7H16O2	3817-48-9	OC[C@H](C[C@H](CO)C)C	None	531	710	kcQ7FZTTZU	diol_amide
1434	C7H6O2	553-97-9	O=C1C=CC(=O)C(=C1)C	341	499	703	kc2GTDJ57P	CHON
1435	C6H15NO2	1704-62-7	OCCOCCN(C)C	None	476	662	kcOAPPLKOI	CHON
1436	C8H19N	7087-68-5	CCN(C(C)C)C(C)C	None	387	551	kcKE0ZKFPA	CHON
1437	C8H12O	89-94-1	O=CC1CC=CCC1C	None	444	634	kcATFKZPNK	CHON
1438	C7H12O2	4541-43-9	C[C@@H]1CCC[C@H]1C(=O)O	None	497	675	kcIOWVD6MB	CHON
1439	C6H12O3	123-34-2	OC(CO)COCC=C	178	514	705	kcBBUXGBQ3	diol_amide
1440	C5H10O4	19860-56-1	CC(C(=O)OC)(CO)O	None	486	626	kc5ZSTJR3A	diol_amide
1441	C7H16O2	2109-23-1	OCC(C(C)C)(CO)C	326	536	731	kcOWJKAJXW	diol_amide
1442	C7H18N2	110-95-2	CN(CCCN(C)C)C	None	413	580	kcTYLT2BJA	CHON
1443	C6H10O3	766-32-5	CC12COC(OC1)OC2	369	458	666	kcNK674NIH	CHON
1444	C8H19N	110-96-3	CC(CNCC(C)C)C	200	404	584	kcEEFM89KS	CHON
1445	C6H14O3	77-99-6	CCC(CO)(CO)CO	333	572	818	kcS0P0DYCR	diol_amide
1446	C7H14O2	17230-08-9	CO[C@H]1CCC[C@@H](O1)C	None	429	633	kcOYJWNS6F	CHON
1447	C7H14O2	7429-28-9	CO[C@@H]1OCC[C@H](C1)C	None	425	628	kc4XECQEO5	CHON
1448	C7H12O2	72258-11-8	COC(=O)C1C(C1C)C	None	410	602	kcOQIR6RQ3	CHON
1449	C4H8O5	56309-80-9	OCC(C(=O)O)(CO)O	390	548	733	kcE84DEIFE	diol_amide
1450	C8H16O	17373-17-0	C[C@@H]1C[C@H](C)C[C@H](C1)O	None	466	652	kcGAT6I86Q	CHON
1451	C8H16O	767-14-6	C[C@@H]1C[C@@H](C)CC(C1)O	None	466	652	kcP8Y7CM8Q	CHON
1452	C7H14O2	21593-13-5	C[C@@H]1C[C@H](C)O[C@H](O1)C	None	412	577	kcM83OAT1P	CHON
1453	C8H14O	628-56-8	CC(=C)COCC(=C)C	216	408	586	kc2IPJ10D0	CHON
1454	C5H10O5	34466-20-1	OC[C@H]([C@H]([C@H](C=O)O)O)O	None	575	771	kcG03D5QAB	diol_amide
1455	C9H18O	124-19-6	CCCCCCCCC=O	254	468	658	kc1R520CYG	CHON
1456	C9H20O	5932-79-6	CCCCCC(CCC)O	None	465	645	kc63TEXCQE	CHON
1457	C9H20O	628-99-9	CCCCCCCC(O)C	None	470	649	kcGADSAQ0G	CHON
1458	C9H20O	624-51-1	CCCCCCC(CC)O	None	468	648	kcOOOUHQU3	CHON
1459	C9H20O	143-08-8	CCCCCCCCCO	268	486	672	kc68EYMD0J	CHON
1460	C9H20O	623-93-8	CCCCC(CCCC)O	279	468	645	kcRJPUUM7B	CHON
1461	C9H18O	925-78-0	CCCCCCC(=O)CC	265	461	648	kcEI8E64FW	CHON
1462	C9H18O	821-55-6	CCCCCCCC(=O)C	265	467	652	kcANFBWC1N	CHON
1463	C5H10O5	25990-60-7	OC[C@H]([C@@H]([C@H](C=O)O)O)O	None	575	771	kc3RFB22L4	diol_amide
1464	C9H18O	502-56-7	CCCCC(=O)CCCC	269	462	641	kcJAUWZNLT	CHON
1465	C9H18O	4485-09-0	CCCCCC(=O)CCC	None	460	644	kc945XIM58	CHON
1466	C9H18O	24469-56-5	OC1CCCCCCCC1	None	497	689	kc1E7VJCRE	CHON
1467	C8H14O2	5698-29-3	O=C1CCCCCCCO1	None	487	805	kcFBLU4W43	CHON
1468	C8H16O2	124-07-2	CCCCCCCC(=O)O	290	513	694	kcWQ59EMZ3	CHON
1469	C8H16O2	142-92-7	CCCCCCOC(=O)C	212	444	618	kcTEBUNTOP	CHON
1470	C9H16O	3350-30-9	O=C1CCCCCCCC1	305	494	729	kc3CHUI3WS	CHON
1471	C9H21N	74069-74-2	CCCCCCC[C@H](N)C	None	458	632	kcZ8QQUXON	CHON
1472	C9H21N	112-20-9	CCCCCCCCCN	None	475	652	kc1WITTF3N	CHON
1473	C5H10O5	5328-37-0	OC[C@@H]([C@@H]([C@H](C=O)O)O)O	None	575	771	kcO8M8H2TJ	diol_amide
1474	C8H8O2	104-57-4	O=COCc1ccccc1	None	476	677	kcOYJA6RKS	CHON
1475	C9H12O	644-35-9	CCCc1ccccc1O	280	496	710	kcP1NRJEFB	CHON
1476	C7H15NO2	17431-03-7	CCOC(=O)[C@H](C(C)C)N	None	447	623	kcYEL95C8I	CHON
1477	C8H10O2	621-34-1	CCOc1cccc(c1)O	None	520	717	kc4NQ217ES	CHON
1478	C8H16O2	112-23-2	CCCCCCCOC=O	None	470	696	kcQGZS8LSU	CHON
1479	C9H12O	645-56-7	CCCc1ccc(cc1)O	295	506	726	kcL7C2JO9O	CHON
1480	C9H20O	61925-50-6	CCCCCC[C@@H](CC)O	None	475	645	kcV2PVL4D0	CHON
1481	C8H10O2	622-62-8	CCOc1ccc(cc1)O	None	520	719	kcHR92MOO9	CHON
1482	C8H8O2	122-79-2	CC(=O)Oc1ccccc1	None	469	686	kcW0W45C3I	CHON
1483	C9H20O	70419-06-6	CCCCCCC[C@@H](O)C	None	478	645	kcB2SFSOIY	CHON
1484	C8H10O2	94-71-3	CCOc1ccccc1O	None	486	697	kcHPH3ZATV	CHON
1485	C9H12O	622-85-5	CCCOc1ccccc1	245	463	673	kcFQXEFFBV	CHON
1486	C9H12O	621-27-2	CCCc1cccc(c1)O	299	502	719	kc87SMVDTM	CHON
1487	C9H20O	70419-07-7	CCCCCCC[C@H](O)C	None	476	645	kc0DN2SHJW	CHON
1488	C9H20O	61925-49-3	CCCCCC[C@H](CC)O	None	476	645	kcDNL5XPNG	CHON
1489	C8H11NO	156-43-4	CCOc1ccc(cc1)N	278	515	763	kc7R59V10K	CHON
1490	C8H8O2	93-58-3	COC(=O)c1ccccc1	261	472	702	kcOCB3V5JP	CHON
1491	C8H18O2	24434-09-1	CCC(CCC(CC)O)O	None	513	698	kcJQW1DBBP	diol_amide
1492	C8H18O2	90162-24-6	CCCCC(CC(O)C)O	None	514	698	kc662UK40D	diol_amide
1493	C9H20O	929-56-6	CCCCCCCCOC	218	446	618	kc8FDYJX7K	CHON
1494	C9H13N	622-80-0	CCCNc1ccccc1	None	494	709	kcUT1R0MTH	CHON
1495	C9H20O	67931-48-0	CCCCCC(OCC)C	None	418	581	kcTBH8VJ13	CHON
1496	C8H11NO	621-33-0	CCOc1cccc(c1)N	None	512	763	kcMARJ0IW8	CHON
1497	C8H11NO	94-70-2	CCOc1ccccc1N	None	506	719	kcRLENV9LJ	CHON
1498	C8H16O2	109-21-7	CCCCOC(=O)CCC	182	438	612	kc4GXZ8G7N	CHON
1499	C8H16O2	123-66-0	CCCCCC(=O)OCC	206	441	615	kcBCYIK5NC	CHON
1500	C9H18O	49824-43-3	O=CCCCCCC(C)C	None	432	641	kc1EJWE3ZW	CHON
1501	C8H18O2	13175-32-1	OCCCCCCC(O)C	None	536	723	kcKJX16S6R	diol_amide
1502	C8H18O2	22607-10-9	CCCC(C(CCC)O)O	None	512	698	kcFARPA8W0	diol_amide
1503	C8H18O2	629-41-4	OCCCCCCCCO	332	560	752	kc840KAE1C	diol_amide
1504	C8H18O2	4527-78-0	CCCC(CCC(O)C)O	None	522	698	kcV0BHHY5N	diol_amide
1505	C8H18O2	2736-67-6	CCCC(CCCCO)O	None	535	723	kcZRQAFVFL	diol_amide
1506	C8H18O2	19686-96-5	CC(CCCCC(O)C)O	None	559	698	kcNTYY8GW8	diol_amide
1507	C9H20O	1969-43-3	CCCCCCCOCC	205	439	608	kcUXRJG3P6	CHON
1508	C9H20O	18636-66-3	CCCCOCCCCC	None	436	606	kcEH7YC7TF	CHON
1509	C9H20O	1541-09-9	CCCCCCC(OC)C	None	439	605	kcB2BAUENT	CHON
1510	C9H13N	2696-84-6	CCCc1ccc(cc1)N	None	502	743	kc542R7M7U	CHON
1511	C9H20O	53685-78-2	CCCCCCOCCC	None	438	604	kcJT6C3UZ5	CHON
1512	C8H18O2	1117-86-8	CCCCCCC(CO)O	303	536	719	kcX9YIYQRG	diol_amide
1513	C8H18O2	4066-76-6	OCCCCCC(CC)O	None	534	723	kc0FU6PUWS	diol_amide
1514	C9H10O	104-53-0	O=CCCc1ccccc1	None	487	685	kcIHBWDU5C	CHON
1515	C9H10O	93-53-8	O=CC(c1ccccc1)C	None	480	697	kcOG3LAV14	CHON
1516	C9H18O	2570-97-0	CCCCC(CC=O)CC	None	460	644	kcBADXU1D1	CHON
1517	C8H14O2	1470-50-4	CCCCC/C=C/C(=O)O	None	518	773	kc1Q029M8I	CHON
1518	C8H14O2	2955-65-9	CCC(=O)CCC(=O)CC	None	484	666	kc20378G3W	CHON
1519	C6H10O4	124-04-9	OC(=O)CCCCC(=O)O	425	555	841	kcGNNUXSSZ	diol_amide
1520	C8H14O2	96962-86-6	CC=CCCCCC(=O)O	None	514	697	kc37E7PLB3	CHON
1521	C9H18O	7786-29-0	CCCCCCC(C=O)C	None	460	636	kc7MPPAWXZ	CHON
1522	C8H6O2	623-27-8	O=Cc1ccc(cc1)C=O	None	527	759	kcXUIVCR74	CHON
1523	C8H16O2	624-54-4	CCCCCOC(=O)CC	None	441	618	kcRI1NFCUR	CHON
1524	C8H16O2	106-73-0	CCCCCCC(=O)OC	217	443	628	kcXX5SKYYB	CHON
1525	C8H16O2	141-06-0	CCCCC(=O)OCCC	None	439	614	kcQW1I2GIX	CHON
1526	C9H19N	4945-48-6	CCCCN1CCCCC1	None	446	636	kcFQGPEGOP	CHON
1527	C8H18N2	5610-49-1	CCCCN1CCNCC1	None	460	732	kcW5CCUZ6D	CHON
1528	C5H10O5	10323-20-3	OC[C@H]([C@H]([C@@H](C=O)O)O)O	None	575	771	kcT1E3UU25	diol_amide
1529	C9H21N	869278-88-6	CCCCCCC[C@@H](N)C	None	458	632	kcHDG703N3	CHON
1530	C8H8O2	103-82-2	OC(=O)Cc1ccccc1	350	547	766	kc1GMDAXR3	CHON
1531	C8H16O2	5953-49-1	CCCCC(OC(=O)C)C	None	430	601	kc3WFBU04L	CHON
1532	C9H20O	66793-82-6	CCCC(CC(CC)C)O	None	467	639	kc9UQS3Q2N	CHON
1533	C9H20O	2430-22-0	OCCCCCCC(C)C	None	482	657	kcREGBVI6T	CHON
1534	C9H20O	818-81-5	CCCCCCC(CO)C	None	479	659	kcIQJQB6PL	CHON
1535	C9H20O	23418-37-3	CCCCC(CCC)(O)C	None	453	622	kcD026I146	CHON
1536	C9H20O	38514-02-2	CCCCCC(CCO)C	None	481	659	kcKBSPEYRB	CHON
1537	C9H20O	38514-05-5	OCCCCCC(CC)C	None	501	659	kcD8THBWQ9	CHON
1538	C9H20O	59734-23-5	CCCC(C(CCC)C)O	None	464	640	kcR0FZDQ3V	CHON
1539	C9H17N	767-92-0	C1CC[C@H]2[C@H](C1)NCCC2	321	477	705	kcXF2G39E9	CHON
1540	C9H20O	26533-35-7	CCCCC(C(CC)C)O	None	463	639	kcDUQ44IIS	CHON
1541	C9H20O	27644-49-1	CCCCCC(C(O)C)C	None	473	643	kcUYW6FKOW	CHON
1542	C9H20O	66793-80-4	CCCCC(C(CC)O)C	None	496	639	kcSPHD61IC	CHON
1543	C9H20O	817-46-9	CCCCC(CCC)CO	None	478	659	kcHI9P27DF	CHON
1544	C9H20O	817-60-7	CCCCCC(CO)CC	None	480	659	kc0O6Q1IM8	CHON
1545	C9H20O	19780-41-7	CCCCC(CC)(CC)O	None	456	646	kc16DTOS75	CHON
1546	C9H20O	19780-40-6	CCC(CCC(O)C)CC	None	471	658	kc54EU81P3	CHON
1547	C9H20O	66793-85-9	CCCC(CCO)CCC	None	484	659	kc32GL0Q9B	CHON
1548	C9H20O	19780-42-8	CCCC(C(CC)CC)O	None	466	640	kcP3WE5J1W	CHON
1549	C9H20O	40225-75-0	CCC(CCC(CC)O)C	None	462	639	kcIT4Y1CSU	CHON
1550	C9H20O	3525-25-5	CCCCC(CCO)CC	None	482	659	kc2V54VHVQ	CHON
1551	C9H20O	40575-41-5	CCCCC(CC(C)C)O	None	460	649	kc395HHV2R	CHON
1552	C8H14O2	54653-25-7	CCOC(=O)CCCC=C	None	435	612	kc3VP0W5JI	CHON
1553	C9H18O	3637-63-6	OCC1CCCCCCC1	None	507	710	kcV2GGDARO	CHON
1554	C7H14O3	623-96-1	CCCOC(=O)OCCC	None	438	617	kcYGYC6M7P	CHON
1555	C9H20O	33933-77-6	CCCC(CCC(C)C)O	None	462	636	kcW7FGHY1Q	CHON
1556	C9H20O	38514-03-3	CCCCC(CCCO)C	None	483	659	kcEI1HQ9HG	CHON
1557	C9H20O	66793-83-7	CC(CCCCC(O)C)C	None	462	636	kcDYGAA040	CHON
1558	C9H20O	597-90-0	CCCC(CCC)(CC)O	None	453	624	kcUNM56WRN	CHON
1559	C9H20O	66793-81-5	CCCC(CCC(O)C)C	None	467	639	kcAVIIUKMJ	CHON
1560	C9H20O	5340-36-3	CCCCCC(CC)(O)C	None	455	623	kc6CZCD8U9	CHON
1561	C9H20O	628-44-4	CCCCCCC(O)(C)C	None	454	632	kcMHRUF85M	CHON
1562	C9H20O	66793-84-8	CCC(CCCC(C)C)O	None	454	636	kcY6KJM4O9	CHON
1563	C9H20O	38514-04-4	CCCC(CCCCO)C	None	487	659	kcMLTSM23T	CHON
1564	C8H14O2	698-76-0	CCCC1CCCC(=O)O1	None	534	773	kcWR6A6Z24	CHON
1565	C8H14O2	1552-67-6	CCCC=CC(=O)OCC	None	446	626	kcBICZCIUU	CHON
1566	C8H14O2	622-45-7	CC(=O)OC1CCCCC1	225	447	648	kc1PFPUL12	CHON
1567	C8H18O2	3658-95-5	CCCC(OCC)OCC	None	416	580	kc6RAWWKU9	CHON
1568	C8H18O2	13344-00-8	CCOCCCCOCC	None	433	611	kcP5LCMB9B	CHON
1569	C9H16O	13175-61-6	C=CCC=CCCC(O)C	None	473	651	kc79P1F830	CHON
1570	C8H20N2	373-44-4	NCCCCCCCCN	325	510	712	kcK9L8Z8XC	CHON
1571	C9H20O	998-65-2	OCCCCC(CC)CC	None	477	659	kc5YQEYK22	CHON
1572	C9H20O	19780-39-3	CCCCC(C(O)C)CC	None	463	639	kcU5415218	CHON
1573	C8H18O2	98944-43-5	CCCCC(OC)(OC)C	None	428	604	kc7Q05HDG5	CHON
1574	C9H8O	104-55-2	O=CC=Cc1ccccc1	266	520	728	kc2BXJRRC1	CHON
1575	C9H18O	1482-13-9	CC(CCCCC(=O)C)C	None	458	641	kcJFNDEDCK	CHON
1576	C9H18O	40239-27-8	CCCC(C(=O)C)CCC	None	447	645	kcTMS1IHD7	CHON
1577	C9H18O	27608-01-1	CCCCC(CC(=O)C)C	None	456	644	kcDCA6PGCM	CHON
1578	C9H18O	40238-93-5	CCC(CCC(=O)C)CC	None	461	644	kc80EAE9RV	CHON
1579	C9H12O	1123-85-9	OCC(c1ccccc1)C	None	497	687	kcGA3FF4ZK	CHON
1580	C9H18O	925-69-9	CCC(CCCC(=O)C)C	None	466	644	kcUS7KKC86	CHON
1581	C8H11NO	122-98-5	OCCNc1ccccc1	None	553	782	kcXIGJDFEO	CHON
1582	C9H18O	121138-93-0	CCCC(CC(=O)C)CC	None	454	644	kcA8IO76XU	CHON
1583	C9H18O	20809-46-5	CCCC(=O)CCC(C)C	None	451	637	kcSJCB6WKG	CHON
1584	C9H18O	7492-38-8	CCCCC(=O)CC(C)C	None	451	637	kcLNO1M6D2	CHON
1585	C9H12O	122-97-4	OCCCc1ccccc1	None	514	732	kcY93K37QY	CHON
1586	C9H12O	698-87-3	CC(Cc1ccccc1)O	None	489	675	kcI18RFS7B	CHON
1587	C9H12O	93-54-9	CCC(c1ccccc1)O	None	487	684	kcTU1N3ZTO	CHON
1588	C8H16O2	859810-98-3	CCCCOC(C(=O)C)C	None	418	596	kcN6FNKIZ0	CHON
1589	C9H18O	6137-09-3	CCCCC(C(=O)C)CC	None	457	645	kc9FV19IGZ	CHON
1590	C9H18O	923-28-4	CCCCCC(=O)C(C)C	None	459	637	kcCLUHJU3I	CHON
1591	C9H18O	20754-04-5	CCCCC(=O)C(CC)C	None	446	640	kcQO97G2BX	CHON
1592	C9H18O	1528-25-2	CCCC(=O)C(CC)CC	None	449	640	kc99WADIBJ	CHON
1593	C9H18O	6137-08-2	CCCCCC(C(=O)C)C	None	448	645	kcUSOIAOKS	CHON
1594	C9H18O	6137-15-1	CCCCC(C(=O)CC)C	None	454	640	kc3SS4SP6G	CHON
1595	C9H18O	58654-67-4	CCCC(CCC(=O)C)C	None	458	644	kc6JD5U4ID	CHON
1596	C9H18O	6378-55-8	CCCC(=O)CC(CC)C	None	461	640	kcXIFLY0EW	CHON
1597	C9H18O	6137-18-4	CCC(CC(=O)CC)CC	None	454	640	kcJKI6MLT7	CHON
1598	C8H10O2	122-99-6	OCCOc1ccccc1	285	519	741	kcOLK401D5	CHON
1599	C8H18O2	13179-98-1	COCCCCCCOC	None	445	639	kcFNM2QO78	CHON
1600	C8H10O2	151-10-0	COc1cccc(c1)OC	238	485	704	kcXBNJUPFN	CHON
1601	C8H14O2	2998-23-4	CCCCCOC(=O)C=C	None	441	624	kcZI4H3DJP	CHON
1602	C8H16O2	819-97-6	CCCC(=O)OC(CC)C	None	426	595	kc2KEENRTJ	CHON
1603	C8H16O2	2308-38-5	CCCC(=O)OC(C)(C)C	None	409	580	kcQE5DVBJC	CHON
1604	C9H20O	10100-95-5	CCCCCOC(C)(C)C	None	421	591	kc8Z4CXGLU	CHON
1605	C9H10O	4286-23-1	CC(=C)c1ccc(cc1)O	None	525	757	kcNF6MYDDY	CHON
1606	C9H18O	3327-66-0	O=CC(CCCC(C)C)C	None	451	626	kc8AKMJFHB	CHON
1607	C8H10O2	91-16-7	COc1ccccc1OC	296	482	693	kcCBZAYKVF	CHON
1608	C8H10O2	150-78-7	COc1ccc(cc1)OC	330	485	700	kcET4GWQWS	CHON
1609	C8H8O2	99-04-7	Cc1cccc(c1)C(=O)O	382	536	771	kcTNKPY6N6	CHON
1610	C8H16O2	42565-22-0	O[C@@H]1CCCCCC[C@H]1O	None	540	737	kc21B70WWR	diol_amide
1611	C8H16O2	149-57-5	CCCCC(C(=O)O)CC	None	501	674	kcPD56YBU2	CHON
1612	C9H11N	3158-71-2	Nc1ccc(cc1)C1CC1	None	526	782	kc2JAON9ZX	CHON
1613	C8H16O2	10031-87-5	CCC(COC(=O)C)CC	None	434	601	kcFILUKN6V	CHON
1614	C8H17NO	10315-98-7	CC(CN1CCOCC1)C	None	453	660	kcYM9PFBMG	CHON
1615	C6H10O4	95-92-1	CCOC(=O)C(=O)OCC	233	459	618	kcFJ3LST9Q	CHON
1616	C8H8O2	99-94-5	OC(=O)c1ccc(cc1)C	453	539	775	kcX9NKWB37	CHON
1617	C8H8O2	118-90-1	OC(=O)c1ccccc1C	377	533	763	kcXHYV7LU1	CHON
1618	C9H10O	103-79-7	CC(=O)Cc1ccccc1	258	486	708	kcQZCNXEGP	CHON
1619	C9H10O	93-55-0	CCC(=O)c1ccccc1	292	491	719	kcCJKSGJ3U	CHON
1620	C8H16O2	23418-82-8	O[C@@H]1CCC[C@@H](CCC1)O	None	570	783	kcE1Z7Z2UL	diol_amide
1621	C8H14O2	5163-67-7	CCCC/C=C/CC(=O)O	None	510	736	kcAN95H7GZ	CHON
1622	C8H14O2	5169-51-7	CCCC/C=C\CC(=O)O	None	510	689	kc0IZCSGBO	CHON
1623	C8H12O2	1489-74-3	O=C1CCCC(=O)CCC1	341	499	738	kc7L8D385D	CHON
1624	C8H8O2	591-31-1	COc1cccc(c1)C=O	None	495	719	kcOQ1B0YUL	CHON
1625	C8H8O2	135-02-4	O=Cc1ccccc1OC	309	516	776	kcPZPJSJ9T	CHON
1626	C8H8O2	123-11-5	COc1ccc(cc1)C=O	274	522	754	kc1P8PV6U6	CHON
1627	C7H12O3	539-88-8	CCOC(=O)CCC(=O)C	None	464	653	kcYJ2NSLTZ	CHON
1628	C9H19N	3433-41-8	CCN1CCCCC1CC	None	451	623	kcUI4KXKT3	CHON
1629	C9H12O	99-89-8	CC(c1ccc(cc1)O)C	335	501	729	kc6D1CCSA6	CHON
1630	C9H12O	527-60-6	Cc1cc(C)c(c(c1)C)O	344	493	707	kc94KNRZLN	CHON
1631	C9H12O	2416-94-6	Cc1ccc(c(c1O)C)C	334	499	719	kc1KHRFIV4	CHON
1632	C9H12O	496-78-6	Cc1cc(O)c(cc1C)C	345	506	724	kc5TOPSFX1	CHON
1633	C9H12O	618-45-1	Oc1cccc(c1)C(C)C	299	502	729	kcGFFEQM8O	CHON
1634	C8H14O2	97-86-9	CC(COC(=O)C(=C)C)C	None	434	610	kcJA3D7SZY	CHON
1635	C9H18O	36903-92-1	CCCC(C(=CCC)C)O	None	469	646	kcAZ0L0CE2	CHON
1636	C9H21N	857818-18-9	CCCCC(CCC)CN	None	458	649	kcR9MJJQZB	CHON
1637	C7H6O3	99-06-9	Oc1cccc(c1)C(=O)O	475	567	897	kc1AJQKWHP	diol_amide
1638	C8H14O2	18776-92-6	CCC/C=C/CCC(=O)O	None	509	694	kcCBF76JTC	CHON
1639	C8H14O2	5292-21-7	OC(=O)CC1CCCCC1	302	526	736	kcU51GWUO7	CHON
1640	C6H10O4	106-65-0	COC(=O)CCC(=O)OC	292	469	662	kc16L1M9DK	CHON
1641	C9H12O	526-85-2	Cc1ccc(c(c1C)C)O	354	509	732	kcV01UJGP4	CHON
1642	C9H12O	539-30-0	CCOCc1ccccc1	None	461	666	kc3L9NSA52	CHON
1643	C9H18O	62108-06-9	CCCCC(CC=C)(O)C	None	459	624	kcFWRCEUWS	CHON
1644	C5H10O5	16528-92-0	O1COCOCOCOC1	335	443	661	kcBD438248	CHON
1645	C7H6O3	69-72-7	OC(=O)c1ccccc1O	432	563	915	kc0A7YI21N	diol_amide
1646	C9H21N	1315054-71-7	CCCCC[C@@H](CCN)C	None	467	646	kcDAWV56MJ	CHON
1647	C9H21N	66793-76-8	CCCCCCCNCC	None	455	623	kcC1CT99HL	CHON
1648	C8H14O2	1577-21-5	C/C=C/CCCCC(=O)O	None	514	697	kc82EC93Y8	CHON
1649	C8H14O2	1577-96-4	CCCCC/C=C\C(=O)O	None	510	679	kc0KMON43H	CHON
1650	C9H12O	697-82-5	Cc1cc(C)c(c(c1)O)C	369	507	725	kcI0NRPL0N	CHON
1651	C8H14O2	18654-81-4	CCC/C=C\CCC(=O)O	None	510	736	kcVHJ8OK1X	CHON
1652	C9H12O	527-54-8	Oc1cc(C)c(c(c1)C)C	380	523	747	kcR3PQV1GI	CHON
1653	C9H12O	88-69-7	CC(c1ccccc1O)C	289	487	710	kc38ZQW0ST	CHON
1654	C9H21N	2439-54-5	CCCCCCCCNC	None	457	631	kc6J9S09UX	CHON
1655	C9H18O	None	CCCC=C(CCCO)C	None	483	666	kcUZJ19SN5	CHON
1656	C8H18O2	1113-00-4	OCCCC(CC)(CC)O	None	507	688	kc8OS7SE80	diol_amide
1657	C8H16O2	7789-99-3	CCCC(COC(=O)C)C	None	430	601	kcP6ATZGSJ	CHON
1658	C8H18O2	90951-82-9	OCCCC(C(O)C)CC	None	523	710	kcP1B96UWD	diol_amide
1659	C8H16O2	54004-43-2	CCCC(OC(=O)CC)C	None	430	601	kcLY8N64BE	CHON
1660	C9H13N	609-72-3	CN(c1ccccc1C)C	212	458	668	kc5AVWZ9LY	CHON
1661	C9H16O	32064-78-1	CCCC(=O)C=CC(C)C	None	456	640	kcSU6XW4CA	CHON
1662	C9H12O	698-71-5	CCc1cc(C)cc(c1)O	328	508	722	kc1HM1R363	CHON
1663	C9H12O	1123-73-5	CCc1cccc(c1C)O	344	500	720	kcTXFEYQR3	CHON
1664	C9H18O	90676-47-4	O=CC(CC(C(C)C)C)C	None	447	628	kcQ02C44WU	CHON
1665	C7H14O3	14620-87-2	CC(C(=O)O)OCCCC	None	490	655	kc911O116Q	CHON
1666	C8H16O2	17230-25-0	CCO[C@@H]1OCC[C@@H](C1)C	None	440	636	kcNRW604QV	CHON
1667	C8H11NO	51-67-2	NCCc1ccc(cc1)O	None	535	755	kcROEZ9M5I	CHON
1668	C5H6O5	328-50-7	OC(=O)CCC(=O)C(=O)O	389	573	888	kcCFV2QS7N	diol_amide
1669	C9H13N	585-32-0	CC(c1ccccc1)(N)C	None	472	687	kcN46DJI8P	CHON
